Restaurant_name,Location,Average_rating,delivery_vs_dine_in_preference,Popular_cuisines,Open_day,Closed_day,Honest_review,overall_review,Links,operational_hours
radioactive,"north west avenue, new delhi",2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}","mocktails, drinks, pasta, pizza, chicken",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/radioactive-punjabi-bagh-new-delhi,13
"the beer cafe","unity one mall, janakpuri, new delhi",4.2,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}","beer cocktail, corn bhel, beers, virgin mojito, chicken malai tikka, nachos",Mon,Sun,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 2, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/the-beer-cafe-janakpuri-new-delhi,13
"boom - a culinary bar","club road, punjabi bagh, new delhi",2,"{'delivery_rating': 0.0, 'dine_in_rating': 3.9, 'preference': 'Dine-in'}","good music, young crowd, student crowd, elaborate menu, customizable food, fresh food",Mon,Sun,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 2, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/boom-a-culinary-bar-punjabi-bagh-new-delhi,13
"bhape da kitchen by minar cp","rajouri garden, new delhi",3.7,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.4, 'preference': 'Delivery'}","1,800 for two people (approx.)",Mon,Mon,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/bhape-da-kitchen-by-minar-cp-rajouri-garden-new-delhi,12
"qubitos - the terrace cafe","vishal enclave, new delhi",2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}","coconut mojito, raspberry mousse, shanghai rolls, stuffed mushroom caps, meatball pizza, caffe latte",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/qubitos-the-terrace-cafe-rajouri-garden-new-delhi,13
"azora by cherish","paschim vihar, new delhi",4.3,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.3, 'preference': 'Delivery'}","dahi kebab, chicken tikka masala, dal makhni, butter chicken, paneer tikka, drinks",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/azora-by-cherish-paschim-vihar-new-delhi,12
"cafeteria & co.","pacific mall (tagore garden), new delhi",4,"{'delivery_rating': 4.0, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}","food quantity, vibe, food taste, best food under best budget, young crowd, affordable prices",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/cafeteria-co-1-tagore-garden-new-delhi,11
"electro - high spirit club","vishal enclave, new delhi",2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}","cheese pavbhaji, fire chicken, chocolate dome, chinese platter, honey chilli potatoes, peri fries",Mon,Sun,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/electro-high-spirit-club-rajouri-garden-new-delhi,13
framily's,"punjabi bagh, new delhi",4,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 4.0, 'preference': 'Dine-in'}","yummy food, good quantity, food taste, presentation, delicious food, fresh food",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/framilys-punjabi-bagh-new-delhi,10
"troy lounge & bar","north west avenue, new delhi",1.8,"{'delivery_rating': 0.0, 'dine_in_rating': 3.7, 'preference': 'Dine-in'}","customizable dishes, sheesha, singer, very affordable, served quickly, family crowd",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/troy-lounge-bar-punjabi-bagh-new-delhi,13
"xero degrees","paschim vihar, new delhi",3.9,"{'delivery_rating': 3.700000047683716, 'dine_in_rating': 4.0, 'preference': 'Dine-in'}","cheesecake, fries, coffee, pizza",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/xero-degrees-paschim-vihar-new-delhi,11
"wow! momo","unity one mall, janakpuri, new delhi",3.6,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 3.2, 'preference': 'Delivery'}","chicken schezwan momo, chocolate momo, gravy momo, pan fried momos, noodle, veg momos",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/wow-momo-janakpuri-new-delhi,15
yara,"mayapuri phase 1, new delhi",1.8,"{'delivery_rating': 0.0, 'dine_in_rating': 3.7, 'preference': 'Dine-in'}","1,000 for two people (approx.) without alcohol",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 1, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/yara-mayapuri-new-delhi,5
cuoco,"rajouri garden, new delhi",3.5,"{'delivery_rating': 3.700000047683716, 'dine_in_rating': 3.2, 'preference': 'Delivery'}","grilled mushroom sandwich, falafel wraps, tomato basil soup, thin crust pizza, hummus, coffee",Mon,Sun,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/cuoco-rajouri-garden-new-delhi,12
"blue tokai coffee roasters","rajouri garden, new delhi",3.9,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.8, 'preference': 'Delivery'}","1,500 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/blue-tokai-coffee-roasters-1-rajouri-garden-new-delhi,16
"house of espresso","moti nagar, new delhi",4.1,"{'delivery_rating': 4.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}","500 for two people (approx.)",Mon,Fri,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 1, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/house-of-espresso-moti-nagar-new-delhi,12
"fo - food overloded","paschim vihar, new delhi",4.4,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}","butter chicken maggie, chicken tandoori sandwich, pink pasta, berry blast, red pasta, paneer tikka sandwich",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/fo-food-overloded-paschim-vihar-new-delhi,11
"chelvies coffee","punjabi bagh, new delhi",4.1,"{'delivery_rating': 4.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}","ambience, service, value for money, food",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/chelvies-coffee-punjabi-bagh-new-delhi,15
"cafe west delhi","mayapuri phase 2, new delhi",3.6,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 3.4, 'preference': 'Delivery'}","1,500 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 4, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/cafe-west-delhi-mayapuri-phase-2-new-delhi,11
"punjabi angithi by vegorama group","paschim vihar, new delhi",4.3,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}","bhuna chaap masala, mushroom paneer, paneer tikka tandoori, tawa tikka masala, butter garlic noodles, handi paneer",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 4, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/punjabi-angithi-by-vegorama-group-paschim-vihar-new-delhi,12
sandoz,"jail road, new delhi",3.9,"{'delivery_rating': 4.0, 'dine_in_rating': 3.8, 'preference': 'Delivery'}","paneer butter masala, malai chaap, butter chicken, kadhai paneer, fish, tandoori chicken",Mon,Sun,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/sandoz-jail-road-new-delhi,13
"do cafe - tanviz dream oven","punjabi bagh, new delhi",3.9,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.8, 'preference': 'Delivery'}","300 for two people (approx.)",Mon,Sat,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/do-cafe-tanviz-dream-oven-punjabi-bagh-new-delhi,12
"the marketplace","kirti nagar, new delhi",3.1,"{'delivery_rating': 2.0999999046325684, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}","wai wai bhel, amritsari chhole, sushi bar, watermelon drink, barbeque chicken, chicken shawarama",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/the-marketplace-kirti-nagar-new-delhi,11
"temple street","tilak nagar, new delhi",4.2,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 4.5, 'preference': 'Dine-in'}","ghee roast dosa, south indian platter, raj kachori, vada, sambar, idli",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/temple-street-1-tilak-nagar-new-delhi,13
"tossin pizza","rajouri garden, new delhi",4.4,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 4.3, 'preference': 'Delivery'}","variety of pizza, weekend brunch, good wifi, fast delivery, family crowd, student crowd",Mon,Sun,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/tossin-pizza-rajouri-garden-new-delhi,19
"chinese wok","kirti nagar metro station, kirti nagar, new delhi",4,"{'delivery_rating': 4.0, 'dine_in_rating': 3.9, 'preference': 'Delivery'}","700 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 4, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/chinese-wok-kirti-nagar-new-delhi,12
"honey & dough","janakpuri, new delhi",4.3,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}","affordable prices, wonderful presentation, value for money, food, taste",Mon,Sat,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/honey-dough-janakpuri-new-delhi,12
"the red door","rajouri garden, new delhi",4,"{'delivery_rating': 4.0, 'dine_in_rating': 3.9, 'preference': 'Delivery'}","2,000 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/the-red-door-2-rajouri-garden-new-delhi,11
"roslyn coffee","janakpuri, new delhi",3.5,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 3.2, 'preference': 'Delivery'}","700 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 4, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/roslyn-coffee-janakpuri-new-delhi,11
"manjeet restaurant","jail road, new delhi",3.6,"{'delivery_rating': 3.700000047683716, 'dine_in_rating': 3.4, 'preference': 'Delivery'}","chicken kalmi, shawarma wrap, chicken garlic tikka, masala paneer, afghan chicken, chicken shawarma",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 4, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/manjeet-restaurant-jail-road-new-delhi,11
"suroor reloaded","rajouri garden, new delhi",3.9,"{'delivery_rating': 3.700000047683716, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}","hari mirch ka paneer tikka, walnut brownie sundae, chocolate browine, fried cheese, chilli paneer dry, chicken tikka pizza",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 2, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/suroor-reloaded-rajouri-garden-new-delhi,12
"jungle jamboree","vishal enclave, new delhi",4,"{'delivery_rating': 4.0, 'dine_in_rating': 3.9, 'preference': 'Delivery'}","mini raj kachori, dahi poori, mushroom masala, afghan chicken, chicken lasagna, buffet",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/jungle-jamboree-rajouri-garden-new-delhi,13
"healthy chef","rajouri garden, new delhi",4.2,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}","peri peri tofu, chicken omelette, grilled cottage cheese, chicken tikka sandwich, brown rice, pockets",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/healthy-chef-rajouri-garden-new-delhi,11
"la pino'z pizza","vikaspuri, new delhi",4,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.9, 'preference': 'Delivery'}","mexican salsa pizza, cheesy bread, sweet corn pizza, bbq pizza, capsicum pizza, paneer tikka pizza",Mon,Sun,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 2, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/la-pinoz-pizza-vikaspuri-new-delhi,18
"dark bean","janakpuri, new delhi",4,"{'delivery_rating': 4.0, 'dine_in_rating': 3.9, 'preference': 'Delivery'}","400 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/dark-bean-1-janakpuri-new-delhi,10
bee'ba,"mayapuri phase 2, new delhi",2,"{'delivery_rating': 0.0, 'dine_in_rating': 3.9, 'preference': 'Dine-in'}","1,000 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/beeba-mayapuri-phase-2-new-delhi,11
"layla's shawarma & middle eastern kitchen","punjabi bagh, new delhi",3.7,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.4, 'preference': 'Delivery'}","1,200 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/laylas-shawarma-middle-eastern-kitchen-punjabi-bagh-new-delhi,12
"yo! china","district centre, janakpuri, new delhi",3.8,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.6, 'preference': 'Delivery'}","soups, honey chilli potato, manchurian, spring roll, chilli chicken, momos",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/yo-china-janakpuri-new-delhi,12
"the hazelnut factory","punjabi bagh, new delhi",4.2,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.1, 'preference': 'Delivery'}","500 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/the-hazelnut-factory-punjabi-bagh-new-delhi,12
"house of punjab","jail road, new delhi",3.7,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.3, 'preference': 'Delivery'}","1,250 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/house-of-punjab-jail-road-new-delhi,12
"third wave coffee","north west avenue, new delhi",4.2,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.1, 'preference': 'Delivery'}","big restaurant, good music, family crowd, young crowd, food presentation, good wifi",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/third-wave-coffee-punjabi-bagh-new-delhi,16
"breath fine lounge and bar","punjabi bagh, new delhi",2.1,"{'delivery_rating': 0.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}","stuffed malai chaap, chilli paneer dry, tandoori mushroom, paneer tikka pizza, chicken seekh, sweet corn soup",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/breath-fine-lounge-and-bar-1-punjabi-bagh-new-delhi,12
bikanervala,"north west avenue, new delhi",3.9,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.8, 'preference': 'Delivery'}","punjabi chole, meethi lassi, bhel puri, deluxe thali, dhokla, pao bhaji",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/bikanervala-punjabi-bagh-new-delhi,15
"singla’s sweets bakery & restaurant","tilak nagar, new delhi",4,"{'delivery_rating': 4.0, 'dine_in_rating': 4.0, 'preference': 'Equal'}","dahi papadi chaat, dal handi, ras malai, panner tikka, raj kachori, golgappe",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/singlas-sweets-bakery-restaurant-tilak-nagar-new-delhi,12
