,restaurant_name,dine_rating,delivery_rating_f,location,average_pricing,popular_cuisine,open_time,closed_time_f,operational_hours,operational_days,open_days_f,last_open_day,reviews,url,sentiment_analysis,overall_review,delivery_vs_dine_in_preference,average_rating
361,Nowhere Terrace Brewpub Cafe,4.3,3.0,"Cross Point Mall, DLF Phase 4, Gurgaon",2000,"Vodka Cocktail, Wheat Beer, Brewed Beer, Mezze Platter, Beers, Dahi Kebab",10am,2am,16.0,7,Mon,Sat,"['The best part was the live performance. We enjoyed it. Coming to the food, starter was heavenly good. I didn’t like the chicken in main course however service was quick. Ambiance was good. Got offer on zomato, bill was around 2200.', 'nowhere never disappoints. as always, great food, service and very good beer. service has become better with every visit. Pravesh, this time, took extremely good care of us. thanks buddy.', 'excellent staff and ambience and vibes all around', 'Sher singh provided excellent service. Great ambience with amazing food and vibes', 'Great service by Monu.']",https://www.zomato.com/ncr/nowhere-terrace-brewpub-cafe-dlf-phase-4,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 3.0, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}",3.65
362,Gola Sizzlers - Naresh Gola Group,4.1,4.0,"Cyber Hub, DLF Cyber City, Gurgaon",2600,"Ambience, Great Food, Good Service, Good Food, Staff, Delicious Food",12noon,10,10.0,7,Mon,Sun,"['Good quality of food', 'Gud food, service as well so after all Mr rohit he made nice cocktail ll be here to have his coctail again\nmass to visit', 'pratibha is the only girl who really cares about the guests..she did a fantastic job! the person standing outside arranging tables for needs to learn a lot! he makes u wait but then is rude and makes you feel that he did a favour giving you a place to sit in the restaurant! rest the food is fine as other restro around...nothing v special ...sizzler as the name suggest is nice and flavoursome', 'Good', 'food was awesome']",https://www.zomato.com/ncr/gola-sizzlers-naresh-gola-group-dlf-cyber-city-gurgaon,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.0, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}",4.05
363,The Salt,3.6,0.0,"Sector 14, Gurgaon",400,₹400 for two people (approx.),00:00,23:59,23.98,7,Mon,Sun,"['This restaurant is an excellent choice for spending quality time with friends and family. inviting ambiance, combined with delicious food, creates perfect setting for memorable moments.', 'It was a good service offered by Tanu and his quick response also attracted me to visit again...Thank you Tanu for your service', 'very nice service by Nisha and vimal. great nature', 'The service, food and value for money was excellent.\nThe service provided by Sukhi ji was commendable.', 'Sukhi']",https://www.zomato.com/ncr/the-salt-sector-14,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 0.0, 'dine_in_rating': 3.6, 'preference': 'Dine-in'}",1.8
364,Getafix,4.4,4.1,"Cross Point Mall, DLF Phase 4, Gurgaon",1700,"Cauliflower Mash, Cilantro Chicken, Basil Pesto Pasta, Dessert Platter, Healthy Breakfast, English Breakfast",9am,11pm,14.0,7,Mon,Sun,"['As Always had a fantastic time at Getafix. Very different and tasty food and service is also very good. Vinod always take good care and gives good recommendations !', 'Vinod was really helpful and the food was amazing', 'The restaurant serves healthy food and I ordered a peri peri pasta with veg pizza. Both these items were very delicious and healthy. Food quantity was perfect and Mr. Sumit was very friendly. The staff overall is very welcoming and make sure they take care of all our needs and specifications. Must try!', 'cannelloni needs less spinach, more ricotta and more sauce. it was a little dry.\n\npenne arrabiatta was actually amazing. the veges can be cut smaller, similar to penne size']",https://www.zomato.com/ncr/getafix-dlf-phase-4-gurgaon,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}",4.249999952316284
365,Laidback Cafe,4.5,0.0,"Cyber Hub, DLF Cyber City, Gurgaon",1900,"₹1,900 for two people (approx.) with alcohol",12noon,11,11.0,7,Mon,Sun,"['Nitin was amazing staff here', 'Nitin was great', 'Jaisingh served us very well….a good evening date with family over there', 'Nitin great work', 'nice food good service all so good service Staff also so good Mr Rajesh jha nice server']",https://www.zomato.com/ncr/laidback-cafe-dlf-cyber-city-gurgaon,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 0.0, 'dine_in_rating': 4.5, 'preference': 'Dine-in'}",2.25
366,The Barbeque Company,4.1,3.9,"Sector 29, Gurgaon",1800,"Iced Peach Tea, Salsa Potato, Crispy Potato, Schezwan Chicken, Choco Brownie, Grilled Prawns",12noon,4pm,4.0,7,Mon,Sun,"['Sanjay Das', 'Good service by Sanjay', 'Food was not good as per the expectations.The starters were not good .Food mentioned in the menu online was not there in the live menu.', 'Sanjay was a great host.', 'Food variety and quality just ok\nbad quality speakers and music selection\nseats in worn out condition\nService was good. but there was a delay in laying the full buffet by 30 minutes after start time']",https://www.zomato.com/ncr/the-barbeque-company-sector-29,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}",4.000000047683716
367,"Drizzle & Dust - Cakes, Brownie and Dessert",3.9,4.0,"DLF Galleria, DLF Phase 4, Gurgaon",300,"French Dessert, Cookies, Pastry, Cakes",00:00,23:59,23.98,7,Mon,Sun,"['I ordered veg puff from here and it was very tatsy and yummy. I loved the taste.', 'Their pineapple pastry are very delicious and colorful. I really like it. Awesome in taste.', I specially mentioned to happy birthday tag with name""",https://www.zomato.com/ncr/drizzle-dust-cakes-brownie-and-dessert-dlf-phase-4-gurgaon,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.0, 'dine_in_rating': 3.9, 'preference': 'Delivery'}",3.95
368,7 Barrel Brew Pub,4.2,3.5,"Mega Mall, DLF Phase 1, Gurgaon",1900,"Wheat Beer, Brewed Beer, Beers, Fish Fingers, Cocktails, Nachos",12noon,12midnight,12.0,7,Mon,Sun,"['Music is as too loud, rest everything is in place.', 'Amazing place to vibe in with your groupie!!!\nLoved the ambiance and food.\nmy picks hara bhara kebabs and Biryani 🫠😊', I had an amazing time here ! the food and the vibe is just wow 🥰🥰\nthey've have amazing rooftop as well as indoor sitting which I loved the most !\n\na must visit place if you're a party person just like me :)""""""",https://www.zomato.com/ncr/7-barrel-brew-pub-dlf-phase-1,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 2, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Neutral,"{'delivery_rating': 3.5, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}",3.85
369,Barumbaa Bar & Bistro,4.0,4.0,"Sector 53, Gurgaon",2500,"₹2,500 for two people (approx.) Without alcohol",12noon,2am,14.0,7,Mon,Sun,"[They overcharged by about ₹2000 & gave bill of 5900""",https://www.zomato.com/ncr/barumbaa-bar-bistro-sector-53-gurgaon,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 5, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.0, 'dine_in_rating': 4.0, 'preference': 'Equal'}",4.0
370,OLLY - Olive's All Day Cafe & Bar,4.3,4.0,"Cyber Hub, DLF Cyber City, Gurgaon",2500,"Chermoula Chicken, Sweet Potato Salad, Veg Quesadillas, Chicken Quesadilla, French Toast, Mezze Platter",12noon,12midnight,12.0,7,Mon,Sun,"['Shiva was excellent and served us well!', 'Pankaj, Rajeev and lily are just amazing and make sure that people are taken care off no matter how busy it gets', 'Good place. Loved their Pasta and drinks!', 'Pankaj was very helpful with the serving and helping us out in ordering the food we are glad', 'Great food and service ! Special thanks to Pankaj !']",https://www.zomato.com/ncr/olly-olives-all-day-cafe-bar-dlf-cyber-city,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.0, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}",4.15
371,Gola Sizzlers - Naresh Gola Group,4.1,3.5,"Ambience Mall, DLF Phase 3, Gurgaon",2500,"Crispy Chilli Paneer, Biryani Sizzler, Seekh Kabab, Mocktails, Beer, Spring Rolls",12noon,11pm,11.0,7,Mon,Sun,"['Food was average', 'Nice ambiance and really good food we really enjoy the atmosphere and service given by Aney . Highly recommended place , must visit and try their sizzlers.', 'thank you Anney for great serve, appreciated.', 'The food was great & good. Aney was great at customer servicing. Good job!', 'Food was below average']",https://www.zomato.com/ncr/gola-sizzlers-naresh-gola-group-dlf-phase-3,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 3.5, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}",3.8
372,Atrium Deli - Ramada,3.9,0.0,"Ramada Gurgaon Central, Sector 44, Gurgaon",3000,"Buffet, Mocktails, Desserts, Starters, Fish, Drinks",00:00,23:59,23.98,7,Mon,Sun,"['Its lovely..thank you Hemant', 'It’s amazing', 'We were served lunch by Girish.. will recommend the Ramada special dal.. it was exquisite.. great hospitality as well..']",https://www.zomato.com/ncr/atrium-deli-ramada-sector-44-gurgaon,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 0.0, 'dine_in_rating': 3.9, 'preference': 'Dine-in'}",1.95
373,Kebabs & Curries Company,4.4,4.0,"Sector 46, Gurgaon",1000,"Ambience, Service, Portion Size, Packaging, Value for Money, Food",11am,11,11.0,7,Mon,Sun,"['Awesome 💯 food is very good taste.', 'best food quality and quantity', 'Very nice food awesome tasty\n... b', 'taste and quantity is much better', 'Sushant was very humble and knew the details very well. Ambience and food was awesome, must visit']",https://www.zomato.com/ncr/kebabs-curries-company-sector-46-gurgaon,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.0, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}",4.2
374,Ministry Of Beer,4.3,4.0,"Sector 29, Gurgaon",3000,"Mutton Chukka, Tandoori Non Veg Platter, Virgin Pinacolada, Bun Tikki, Brewed Beer, Wheat Beer",12noon,2am,14.0,7,Mon,Sun,"['you get a deal of 35% off on a pre booked table but their prices are already jacked up for the same. Compared to an awesome place like social or the beer cafe, the prices are double. Chilli Garlic Mushrooms were the worst!! Also they would force 10% service charge if you pay by Zomato or any other dine-in app.', 'The place looked unusely dull this time, even the crowd was very thin considering i went on Sunday night. Even in the food & drinks it seems a lot of items in the menu were not available', 'good . Keshav awesome service', 'Sumit Kumar Pondwal is the best in providing services. He is unbelievably the best among all other staff.', 'Sumit Kumar pondwal provided excellent services . He catered to every needs . U must visit']",https://www.zomato.com/ncr/ministry-of-beer-sector-29,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.0, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}",4.15
375,Barista Coffee,3.8,4.0,"DLF Galleria, DLF Phase 4, Gurgaon",500,"Good Options, Good Place, Nice Place, Staff, Value for Money, Quantity",00:00,23:59,23.98,7,Mon,Sun,"['coffee was only 60 % of the jar', 'Higher sugar level', I didn't received muffin and packaging was poor""",https://www.zomato.com/ncr/barista-coffee-dlf-phase-4-gurgaon,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.0, 'dine_in_rating': 3.8, 'preference': 'Delivery'}",3.9
376,Tease - Taj City Centre Gurugram,4.9,0.0,"Taj City Centre Gurugram, Sector 44, Gurgaon",4000,"Thoughtful and Polite Staff, Casual Dress Code, Manager, Great Service, Nice Place, Music",00:00,23:59,23.98,7,Mon,Sun,"[staff's friendly and welcoming demeanor enhanced our dining experience. y were knowledgeable about menu and provided excellent recommendations.""""""",https://www.zomato.com/ncr/tease-taj-city-centre-gurugram-sector-44,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 0.0, 'dine_in_rating': 4.9, 'preference': 'Dine-in'}",2.45
377,Culina 44 - Taj City Centre Gurugram,4.0,4.2,"Taj City Centre Gurugram, Sector 44, Gurgaon",4000,"Sunday Brunch, Pancakes, Deserts, Waffles, Salads, Soup",00:00,23:59,23.98,7,Mon,Sun,"['Not a pleasant experience as the dal makhani and tawa parathas were not cooked properly also, the executive was charging 1250 for 2pcs of paratha whereas it was mentioned 300 for 1 portion of tawa paratha in the menu.', 'staff members were not only friendly but also very cooperative. y accommodated our requests and made sure we had a great time throughout our visit.', 'Sitting Just Now in Taj Culina -\n1. Pathetic Service\n2. We Ordered French Toast and It was served cold and Chewy\n3. Only Three Tables were engaged and there were at least 8 Servers but few were chatting among themselves - One was on his mobile phone - Two were Continuously busy on their systems - None was even paying attention to tables\n4. No one bothered to clear plates that were done with\n\nWorst Taj Experience Ever', 'This place is a bit on the higher end with food ranging to 3000 for two people yet the ambience here and the quality of food remains unmatched. I personally visited this place to eat the very famous fish and it was so soft and cooked end to end\nrecommendation:\n1. Fish\n2. Indian\n3. Chinese\nnot recommended:\n1. Italian', 'Why Taj is different from Others that you come to know when you experience it.We went there for dining and we enjoyed their excellent service ,special thanks to the Manager Mr. Wasim.Food was cooked fresh and comfortable on pallete.I was very glad to know that now they are open for 24 hrs so it’s easy to grab some good food late nights in Gurgaon.']",https://www.zomato.com/ncr/culina-44-taj-city-centre-gurugram-sector-44,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.0, 'preference': 'Delivery'}",4.099999904632568
378,Jamie Oliver Kitchen,4.4,3.8,"Ambience Mall, DLF Phase 3, Gurgaon",1200,"₹1,200 for two people (approx.) Without alcohol",12noon,11pm,11.0,7,Mon,Sun,"['Great place with great food. Thank you Morris for the superb service.', 'Great food, nice and quick service by Moris', 'Ambience and Staff is great\nMr. Sahil was very helpful and suggested us their best dishes\nHighly recommend!!!', 'Lilli has been a great host awesome food we are a big fan of jok', 'Mr. Roshan served us well\nAmbience and staff is very supportive they suggested us what they have best.']",https://www.zomato.com/ncr/jamie-oliver-kitchen-dlf-phase-3-gurgaon,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}",4.099999976158142
